D_4,E_8
D_4,E_8
D_4,E_8
D_4,E_8
E_8,F_8
E_8,F_8
E_8,F_8
E_8,F_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
F_8,E_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
E_8,D_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
D_8,F_8
F_8,A_8
F_8,A_8
F_8,A_8
F_8,A_8
F_8,A_8
F_8,A_8
F_8,A_8
F_8,A_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
A_8,F_8
F_8,F_8
F_8,F_8
F_8,F_8
F_8,F_8
F_8,F_8
F_8,F_8
F_8,F_8
F_8,F_8
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
D_8,LG_4
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
LG_4,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,B_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
B_8,LA_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
LA_8,C_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
C_8,E_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
E_8,G_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
G_8,E_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
E_8,C_8
C_8,D_4
C_8,D_4
C_8,D_4d
C_8,D_4d
C_8,D_4d
C_8,D_4d
C_8,D_4d
C_8,D_4d
C_8,D_4d
C_8,D_4d
D_4d,D_4
D_4d,A_4
D_4d,A_4
D_4d,A_4
D_4d,A_4
A_4,F_4
A_4,F_4
A_4,F_4
A_4,F_4
F_4,A_8
F_4,A_8
F_4,A_8
F_4,A_8
A_8,LA_8
A_8,LA_8
A_8,LA_8
A_8,LA_8
LA_8,A_8
LA_8,A_8
LA_8,A_8
LA_8,A_8
A_8,A_8
A_8,A_8
A_8,A_8
A_8,A_8
C_8,A_4
C_8,A_4
C_8,A_4
C_8,A_4
D_4d,LA_4
D_4d,LA_4
LA_4,D_8
LA_4,D_8
LA_4,D_8
LA_4,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,D_8
D_8,LA_8
D_8,LA_8
D_8,LA_8
D_8,LA_8
LA_8,D_8
LA_8,D_8
LA_8,D_8
LA_8,D_8
C_8,LA_4
C_8,LA_4
A_4,A_8
A_4,A_8
A_4,A_8
A_4,A_8
